data_year,victim_id,incident_id,victim_seq_num,victim_type_id,assignment_type_id,activity_type_id,outside_agency_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_status_code,age_range_low_num,age_code_range_high
2021,147277785,134025398,1,3,,,,104,NS,X,99,50,,,
2021,147277784,134025397,1,4,,,,18,15,F,10,20,R,15,00
2021,149086405,135605908,2,4,,,,52,49,M,10,20,R,49,00
2021,149086404,135605908,1,4,,,,66,63,F,10,20,R,63,00
2021,154398884,140255697,1,4,,,,60,57,M,10,20,R,57,
2021,149088508,135612860,1,4,,,,33,30,F,10,50,R,30,00
2021,149088507,135612859,1,4,,,,50,47,F,10,20,R,47,00
2021,150298530,136677229,1,1,,,,104,NS,X,99,50,,,
2021,151933682,138105092,1,1,,,,104,NS,X,99,50,,,
2021,150298529,136677228,1,1,,,,104,NS,X,99,50,,,
2021,154398887,140255700,1,4,,,,66,63,M,10,20,R,63,
2021,157191557,142697849,1,4,,,,18,15,F,10,20,,15,
2021,151933685,138105095,1,4,,,,60,57,M,10,20,R,57,
2021,154398889,140255702,1,4,,,,67,64,M,10,50,R,64,
2021,163945425,148621482,1,4,,,,36,33,M,10,20,,33,
2021,164084907,148745384,1,4,,,,6,03,F,10,50,,03,
2021,152436410,138545478,1,4,,,,58,55,M,10,20,N,55,
2021,163947288,148623158,1,4,,,,29,26,M,10,20,,26,
2021,163947289,148623158,2,4,,,,34,31,F,10,20,,31,
2021,151933680,138105090,1,4,,,,59,56,F,10,20,R,56,
2021,154398885,140255698,1,4,,,,21,18,F,10,20,R,18,
2021,152436416,138545481,1,4,,,,20,17,F,10,20,N,17,
2021,163945424,148621481,1,4,,,,22,19,F,10,20,R,19,
2021,154398891,140255704,1,8,,,,104,NS,X,99,50,,,
2021,154398892,140255705,1,5,2,1,,34,31,M,10,20,R,31,
2021,154398886,140255699,1,4,,,,29,26,M,10,20,R,26,
2021,155230266,140983828,1,1,,,,104,NS,X,99,50,,,
2021,155230267,140983828,2,4,,,,52,49,F,10,20,R,49,
2021,155230265,140983827,1,1,,,,104,NS,X,99,50,,,
2021,155230264,140983826,1,4,,,,74,71,M,10,20,R,71,
2021,155230263,140983825,1,8,,,,104,NS,X,99,50,,,
2021,155230261,140983823,1,4,,,,61,58,M,10,20,R,58,
2021,155230262,140983824,1,8,,,,104,NS,X,99,50,,,
2021,163945418,148621476,1,4,,,,55,52,M,10,20,R,52,
2021,163945419,148621476,2,4,,,,41,38,F,10,20,R,38,
2021,155230258,140983821,1,4,,,,41,38,F,10,20,R,38,
2021,155230259,140983821,2,4,,,,55,52,M,10,20,R,52,
2021,163945423,148621480,1,4,,,,103,00,M,10,20,R,,
2021,155230260,140983822,1,4,,,,70,67,F,10,50,R,67,
2021,163945422,148621479,1,4,,,,35,32,F,10,20,R,32,
2021,156741710,142306797,1,4,,,,34,31,M,10,20,N,31,
2021,156741711,142306797,2,4,,,,33,30,M,10,20,N,30,
2021,156741712,142306798,1,1,,,,104,NS,X,99,50,,,
2021,163945431,148621488,1,1,,,,104,NS,X,99,50,,,
2021,163945430,148621487,1,4,,,,21,18,M,10,20,R,18,
2021,163945429,148621486,1,4,,,,58,55,F,10,20,R,55,
2021,163945428,148621485,1,4,,,,18,15,F,10,20,R,15,
2021,163945427,148621484,1,3,,,,104,NS,X,99,50,,,
2021,162801477,147616115,1,1,,,,104,NS,X,99,50,,,
2021,162801478,147616115,2,8,,,,104,NS,X,99,50,,,
2021,160844829,145907694,1,4,,,,41,38,F,10,20,R,38,
2021,160844891,145907739,1,4,,,,41,38,F,10,20,R,38,
2021,163945420,148621477,1,1,,,,104,NS,X,99,50,,,
2021,163945433,148621490,1,4,,,,62,59,M,10,20,,59,
2021,163945434,148621491,1,4,,,,55,52,M,10,50,,45,60
2021,147000099,133786059,1,1,,,,104,NS,X,99,50,,,
2021,152413370,138525140,1,8,,,,104,NS,X,99,50,,,
2021,146996995,133781034,1,1,,,,104,NS,X,99,50,,,
2021,147000101,133786061,1,8,,,,104,NS,X,99,50,,,
2021,147000102,133786062,1,4,,,,41,38,M,10,40,R,38,00
2021,148818457,135338242,1,4,,,,54,51,F,10,40,R,51,00
2021,150074950,136481255,1,4,,,,56,53,M,10,20,R,53,
2021,150074951,136481255,2,4,,,,54,51,M,98,20,R,51,
2021,150074952,136481255,3,4,,,,61,58,M,10,20,R,58,
2021,150074953,136481255,4,4,,,,52,49,F,30,20,N,49,
2021,148811158,135334945,1,4,,,,4,01,F,10,20,R,01,00
2021,150074954,136481256,1,4,,,,61,58,M,10,20,R,58,
2021,152413411,138525174,1,4,,,,64,61,M,10,40,R,61,
2021,150074955,136481257,1,8,,,,104,NS,X,99,50,,,
2021,152413372,138525142,1,4,,,,45,42,F,98,20,R,42,
2021,152413373,138525142,2,4,,,,36,33,M,10,20,R,33,
2021,152413374,138525142,3,4,,,,24,21,M,10,20,R,21,
2021,152413375,138525142,5,4,,,,58,55,M,10,20,R,55,
2021,152413412,138525175,1,8,,,,104,NS,X,99,50,,,
2021,159003795,144291017,7,4,,,,63,60,F,10,20,R,60,
2021,153542320,139508090,1,8,,,,104,NS,X,99,50,,,
2021,159003796,144291018,1,4,,,,69,66,M,10,20,R,66,
2021,152413414,138525177,1,4,,,,19,16,F,10,20,R,16,
2021,152413415,138525178,1,8,,,,104,NS,X,99,50,,,
2021,153542321,139508091,1,8,,,,104,NS,X,99,50,,,
2021,153542322,139508091,2,4,,,,30,27,F,98,20,,27,
2021,155146622,140910920,1,4,,,,77,74,M,10,20,R,74,
2021,153542323,139508092,1,4,,,,78,75,M,10,20,N,75,
2021,153542324,139508093,1,4,,,,72,69,M,10,20,R,69,
2021,153542325,139508094,1,8,,,,104,NS,X,99,50,,,
2021,156131483,141769178,1,4,,,,38,35,F,10,40,R,35,
2021,155146624,140910922,1,4,,,,38,35,M,30,20,N,35,
2021,155146625,140910923,1,8,,,,104,NS,X,99,50,,,
2021,156131484,141769179,1,4,,,,53,50,M,10,20,R,50,
2021,156131485,141769179,2,4,,,,55,52,M,10,20,R,52,
2021,156131486,141769180,1,4,,,,39,36,M,10,20,,36,
2021,157279467,142773536,1,4,,,,28,25,M,10,20,R,25,
2021,157279468,142773536,2,4,,,,3,BB,F,10,20,R,,
2021,156131489,141769182,1,8,,,,104,NS,X,99,50,,,
2021,164073842,148735412,1,4,,,,53,50,M,10,20,R,50,
2021,156131490,141769183,1,8,,,,104,NS,X,99,50,,,
2021,157280229,142774200,1,8,,,,104,NS,X,99,50,,,
2021,157280230,142774201,1,8,,,,104,NS,X,99,50,,,
2021,157280231,142774202,1,4,,,,42,39,M,10,20,R,39,
2021,157280232,142774202,2,4,,,,21,18,M,10,20,R,18,
2021,157280233,142774202,3,4,,,,41,38,F,10,20,R,38,
2021,164073846,148735416,1,4,,,,19,16,M,10,40,R,16,
2021,165758102,150207815,1,4,,,,31,28,M,10,20,R,28,
2021,165758103,150207815,2,4,,,,25,22,M,10,20,R,22,
2021,165758104,150207815,3,4,,,,27,24,F,10,20,R,24,
2021,159003797,144291019,1,4,,,,16,13,F,10,20,N,13,
2021,159003798,144291019,2,4,,,,9,06,M,10,20,R,06,
2021,164073829,148735401,1,4,,,,26,23,F,10,20,,23,
2021,160603660,145691601,1,4,,,,20,17,F,10,20,R,17,
2021,159003799,144291020,1,8,,,,104,NS,X,99,50,,,
2021,160603661,145691602,1,4,,,,83,80,M,10,20,R,75,85
2021,160603662,145691603,2,4,,,,46,43,F,10,20,R,43,
2021,160603663,145691603,3,4,,,,19,16,F,20,20,R,16,
2021,160603664,145691604,1,8,,,,104,NS,X,99,50,,,
2021,161584826,146545846,1,8,,,,104,NS,X,99,50,,,
2021,164073837,148735407,1,4,,,,32,29,F,10,20,R,29,
2021,161584828,146545848,1,8,,,,104,NS,X,99,50,,,
2021,164073854,148735424,1,1,,,,104,NS,X,99,50,,,
2021,161872749,146798594,1,4,,,,36,33,M,10,50,N,33,
2021,161872750,146798594,2,4,,,,56,53,M,20,20,R,53,
2021,147165978,133936482,1,8,,,,104,NS,X,99,50,,,
2021,147165982,133936485,1,1,,,,104,NS,X,99,50,,,
2021,147172662,133933492,1,8,,,,104,NS,X,99,50,,,
2021,149079481,135609292,1,1,,,,104,NS,X,99,50,,,
2021,149083739,135603530,1,4,,,,68,65,M,10,20,R,65,00
2021,147172664,133933494,1,5,3,6,11697,31,28,M,10,20,R,28,00
2021,147172663,133933493,1,1,,,,104,NS,X,99,50,,,
2021,149083771,135603557,1,4,,,,63,60,F,20,20,R,60,00
2021,161872774,146798617,1,8,,,,104,NS,X,99,50,,,
2021,147187181,133951687,1,4,,,,39,36,F,10,20,,36,00
2021,147187182,133951687,2,4,,,,33,30,F,10,20,,30,00
2021,147172660,133933490,1,4,,,,60,57,M,10,40,R,57,00
2021,161872746,146798591,1,4,,,,72,69,F,10,20,R,69,
2021,149079485,135609296,1,1,,,,104,NS,X,99,50,,,
2021,150188974,136580952,1,4,,,,24,21,F,10,20,R,21,
2021,149083755,135603542,2,4,,,,63,60,M,10,20,R,60,00
2021,149083754,135603542,1,4,,,,37,34,F,10,20,R,34,00
2021,149079484,135609295,1,4,,,,29,26,M,10,20,R,26,00
2021,147165971,133936478,1,1,,,,104,NS,X,99,50,,,
2021,147165972,133936479,1,1,,,,104,NS,X,99,50,,,
2021,149083768,135603554,1,4,,,,44,41,M,30,20,R,41,00
2021,147165969,133936476,1,8,,,,104,NS,X,99,50,,,
2021,161872776,146798619,1,4,,,,40,37,F,10,20,R,37,
2021,149083762,135603548,1,4,,,,34,31,M,10,20,U,31,00
2021,149079480,135609291,1,4,,,,43,40,F,10,20,R,40,00
2021,161872767,146798610,1,8,,,,104,NS,X,99,50,,,
2021,149079486,135609297,1,4,,,,51,48,M,10,20,R,48,00
2021,150189023,136580993,1,1,,,,104,NS,X,99,50,,,
2021,161872790,146798633,1,4,,,,23,20,F,10,20,R,20,
2021,161872787,146798630,1,4,,,,32,29,F,10,50,R,29,
2021,153812370,139738871,1,1,,,,104,NS,X,99,50,,,
2021,149079483,135609294,1,8,,,,104,NS,X,99,50,,,
2021,149083765,135603551,1,4,,,,27,24,M,10,20,R,24,00
2021,149079482,135609293,1,8,,,,104,NS,X,99,50,,,
2021,149083761,135603547,1,4,,,,27,24,M,10,20,R,24,00
2021,161872772,146798615,1,4,,,,43,40,M,10,20,R,40,
2021,149083766,135603552,1,5,7,9,,63,60,M,10,20,R,60,00
2021,149079474,135609286,1,8,,,,104,NS,X,99,50,,,
2021,150189016,136580989,1,4,,,,17,14,F,20,20,R,14,
2021,150189018,136580991,1,4,,,,55,52,F,10,20,R,52,
2021,150189019,136580991,2,8,,,,104,NS,X,99,50,,,
2021,150189020,136580991,3,4,,,,84,81,F,10,20,R,81,
2021,161872769,146798612,1,4,,,,52,49,M,10,20,R,49,
2021,149079478,135609289,2,4,,,,58,55,M,10,40,N,55,00
2021,149079477,135609289,1,4,,,,54,51,F,10,20,R,51,00
2021,160377010,145493950,1,1,,,,104,NS,X,99,50,,,
2021,149079476,135609288,1,1,,,,104,NS,X,99,50,,,
2021,149079472,135609284,1,1,,,,104,NS,X,99,50,,,
2021,160377007,145493947,1,1,,,,104,NS,X,99,50,,,
2021,160377008,145493948,1,4,,,,28,25,M,10,10,R,25,
2021,149083759,135603545,2,3,,,,104,NS,X,99,50,,,
2021,149083758,135603545,1,8,,,,104,NS,X,99,50,,,
2021,150189014,136580987,1,4,,,,52,49,M,10,20,R,49,
2021,150189008,136580981,1,4,,,,36,33,F,10,20,,33,
2021,160377011,145493951,1,4,,,,29,26,F,10,20,R,26,
2021,160377012,145493951,2,4,,,,11,08,F,10,20,R,08,
2021,149079473,135609285,1,8,,,,104,NS,X,99,50,,,
2021,152387821,138503292,1,8,,,,104,NS,X,99,50,,,
2021,150189006,136580979,1,4,,,,63,60,M,10,20,,60,
2021,150189004,136580977,1,4,,,,34,31,M,10,20,R,31,
2021,150189015,136580988,1,4,,,,38,35,F,10,20,R,35,
2021,150189017,136580990,1,4,,,,41,38,F,10,20,R,38,
2021,160650634,145733736,1,4,,,,47,44,F,10,20,,44,
2021,160650635,145733736,2,4,,,,96,93,M,10,20,,93,
2021,150189013,136580986,1,4,,,,33,30,F,10,20,R,30,
2021,150189012,136580985,1,4,,,,36,33,F,10,20,R,33,
2021,150189005,136580978,1,4,,,,72,69,M,10,20,R,69,
2021,151335176,137583588,1,1,,,,104,NS,X,99,50,,,
2021,150189010,136580983,1,8,,,,104,NS,X,99,50,,,
2021,150189003,136580976,1,4,,,,57,54,F,10,20,R,54,
2021,161872782,146798625,1,4,,,,43,40,M,10,20,R,40,
2021,150188996,136580969,1,4,,,,32,29,F,30,20,R,29,
2021,153812389,139738884,1,4,,,,49,46,M,10,20,N,46,
2021,160377117,145494050,1,4,,,,26,23,F,10,20,,23,
2021,161872784,146798627,1,4,,,,44,41,F,10,20,,41,
2021,161872783,146798626,1,4,,,,68,65,F,10,20,R,65,
2021,161872781,146798624,1,4,,,,52,49,M,10,20,R,49,
2021,150188995,136580968,1,4,,,,34,31,F,10,20,R,31,
2021,150188981,136580956,1,4,,,,49,46,F,10,20,N,46,
2021,150188988,136580962,1,4,,,,60,57,M,10,20,R,57,
2021,155231158,140984636,1,1,,,,104,NS,X,99,50,,,
2021,153812348,139738853,1,4,,,,48,45,M,10,20,R,45,
2021,150188990,136580964,1,4,,,,29,26,F,10,20,R,26,
2021,150188993,136580967,1,4,,,,58,55,F,10,20,R,55,
2021,150188994,136580967,2,8,,,,104,NS,X,99,50,,,
2021,150188991,136580965,1,4,,,,36,33,F,10,20,R,33,
2021,150188986,136580960,1,4,,,,44,41,M,10,20,R,41,
2021,150188984,136580958,1,4,,,,63,60,F,10,20,R,60,
2021,150188980,136580955,1,2,,,,104,NS,X,99,50,,,
2021,151335201,137583608,1,1,,,,104,NS,X,99,50,,,
2021,151335202,137583609,1,4,,,,53,50,M,30,20,R,50,
2021,151335203,137583609,2,4,,,,52,49,F,10,20,R,49,
2021,150188982,136580957,1,4,,,,24,21,F,10,20,R,21,
2021,150188983,136580957,2,4,,,,44,41,F,10,20,R,41,
2021,161872796,146798639,1,1,,,,104,NS,X,99,50,,,
2021,161872797,146798639,2,4,,,,63,60,F,10,20,R,60,
2021,152387879,138503343,1,4,,,,69,66,M,10,20,R,66,
2021,150188979,136580954,1,4,,,,29,26,F,20,20,R,26,
2021,161878692,146803785,1,4,,,,18,15,F,10,50,R,15,
2021,161872799,146798641,1,8,,,,104,NS,X,99,50,,,
2021,160377033,145493970,1,4,,,,47,44,M,10,20,N,44,
2021,161872865,146798696,1,1,,,,104,NS,X,99,50,,,
2021,151340801,137588641,1,4,,,,38,35,M,10,20,,35,
2021,151335200,137583607,1,4,,,,40,37,F,10,20,R,37,
2021,151335196,137583605,1,8,,,,104,NS,X,99,50,,,
2021,151335197,137583606,1,4,,,,32,29,F,10,20,U,29,
2021,151335198,137583606,2,4,,,,10,07,M,10,50,R,07,
2021,151335199,137583606,3,4,,,,37,34,M,10,20,R,34,
2021,156176569,141808621,1,4,,,,49,46,M,20,20,R,46,
2021,151335189,137583599,1,4,,,,55,52,M,10,20,R,52,
2021,151335190,137583599,2,4,,,,37,34,M,10,20,R,34,
2021,156176570,141808622,1,4,,,,68,65,M,10,20,R,65,
2021,151335194,137583603,1,4,,,,42,39,F,10,20,R,39,
2021,151335187,137583597,1,4,,,,48,45,M,10,20,R,45,
2021,155231156,140984635,1,4,,,,24,21,M,10,20,R,21,
2021,155231157,140984635,2,4,,,,25,22,M,10,20,R,22,
2021,160377015,145493954,1,4,,,,78,75,M,10,20,R,75,
2021,160377016,145493955,1,4,,,,49,46,M,20,20,R,46,
2021,152391732,138506678,1,4,,,,17,14,F,10,50,R,14,
2021,151335179,137583590,1,6,,,,104,NS,X,99,50,,,
2021,152387877,138503341,1,4,,,,18,15,M,10,20,R,15,
2021,151335175,137583587,1,1,,,,104,NS,X,99,50,,,
2021,155231184,140984661,1,4,,,,55,52,M,10,20,N,52,
2021,151335172,137583585,1,4,,,,53,50,F,10,20,R,50,
2021,151335181,137583592,1,8,,,,104,NS,X,99,50,,,
2021,151335177,137583589,1,4,,,,63,60,M,10,20,R,60,
2021,151335178,137583589,2,4,,,,71,68,M,10,20,R,68,
2021,160377013,145493952,1,4,,,,33,30,F,10,20,R,30,
2021,152391755,138506699,1,4,,,,37,34,M,10,20,R,34,
2021,153812349,139738854,1,8,,,,104,NS,X,99,50,,,
2021,152391758,138506702,1,4,,,,29,26,F,30,20,R,26,
2021,152391759,138506702,2,4,,,,30,27,M,30,20,R,27,
2021,155231163,140984640,1,4,,,,55,52,M,10,20,,52,
2021,152391750,138506694,1,4,,,,23,20,F,10,20,R,20,
2021,160377018,145493957,1,4,,,,17,14,F,10,20,N,14,
2021,160377019,145493958,1,4,,,,24,21,F,10,20,R,21,
2021,160377020,145493958,2,4,,,,17,14,F,10,20,R,14,
2021,153812353,139738857,1,4,,,,69,66,M,10,20,R,66,
2021,152391749,138506693,1,4,,,,25,22,F,10,20,R,22,
2021,152391748,138506692,1,4,,,,19,16,M,10,20,R,16,
2021,152391756,138506700,1,4,,,,38,35,F,10,20,R,35,
2021,152391753,138506697,1,4,,,,23,20,F,10,20,R,20,
2021,153812350,139738855,1,4,,,,37,34,M,10,20,R,34,
2021,152391751,138506695,1,1,,,,104,NS,X,99,50,,,
2021,152391752,138506696,1,4,,,,11,08,M,10,20,R,08,
2021,161872805,146798647,1,4,,,,26,23,M,10,20,R,23,
2021,153812351,139738856,1,4,,,,39,36,F,10,20,R,36,
2021,153812352,139738856,2,4,,,,62,59,M,10,10,R,59,
2021,152391747,138506691,1,1,,,,104,NS,X,99,50,,,
2021,152391740,138506686,1,4,,,,49,46,M,20,20,R,46,
2021,153812396,139738889,1,8,,,,104,NS,X,99,50,,,
2021,155231159,140984637,1,4,,,,68,65,M,10,20,R,65,
2021,155231160,140984637,2,4,,,,49,46,M,20,20,R,46,
2021,161872802,146798644,1,4,,,,43,40,M,10,20,R,40,
2021,165776241,150223815,1,8,,,,104,NS,X,99,50,,,
2021,152391738,138506684,1,4,,,,67,64,M,10,40,R,64,
2021,152391471,138506440,1,4,,,,57,54,M,10,20,N,54,
2021,160377017,145493956,1,4,,,,26,23,M,50,20,R,23,
2021,152391736,138506682,1,4,,,,46,43,M,10,20,R,43,
2021,152391473,138506442,1,4,,,,49,46,F,20,20,R,46,
2021,153812392,139738887,1,4,,,,21,18,F,10,20,R,18,
2021,152391733,138506679,1,3,,,,104,NS,X,99,50,,,
2021,152391472,138506441,1,8,,,,104,NS,X,99,50,,,
2021,152391474,138506443,1,4,,,,44,41,F,10,20,R,41,
2021,155231162,140984639,1,4,,,,56,53,M,10,20,R,53,
2021,153812372,139738873,1,4,,,,19,16,F,10,20,R,16,
2021,153812387,139738882,1,8,,,,104,NS,X,99,50,,,
2021,153812393,139738888,1,4,,,,33,30,F,10,20,R,30,
2021,153812394,139738888,2,8,,,,104,NS,X,99,50,,,
2021,153812395,139738888,3,3,,,,104,NS,X,99,50,,,
2021,153812376,139738876,1,4,,,,46,43,F,10,20,,43,
2021,153812388,139738883,1,4,,,,23,20,F,10,20,R,20,
2021,153812390,139738885,1,4,,,,39,36,F,10,20,R,36,
2021,156176694,141808733,1,4,,,,63,60,M,10,20,,60,
2021,153812377,139738877,1,8,,,,104,NS,X,99,50,,,
2021,153812381,139738881,1,4,,,,47,44,F,10,20,R,44,
2021,153812382,139738881,2,4,,,,51,48,F,10,20,R,48,
2021,153812383,139738881,3,4,,,,63,60,F,10,40,R,60,
2021,153812384,139738881,4,4,,,,65,62,F,10,20,R,62,
2021,153812385,139738881,5,4,,,,56,53,F,10,20,R,53,
2021,153812386,139738881,6,4,,,,39,36,F,10,20,R,36,
2021,153812375,139738875,1,4,,,,37,34,M,10,20,R,34,
2021,153812379,139738879,1,4,,,,71,68,M,10,20,R,68,
2021,153812378,139738878,1,4,,,,32,29,F,10,50,R,29,
2021,153812380,139738880,1,4,,,,50,47,M,10,20,R,47,
2021,153812373,139738874,1,4,,,,39,36,F,10,20,R,36,
2021,153812374,139738874,2,8,,,,104,NS,X,99,50,,,
2021,153812365,139738867,1,4,,,,47,44,F,10,20,R,44,
2021,153812367,139738869,1,4,,,,40,37,M,10,50,U,37,
2021,153812371,139738872,1,4,,,,25,22,M,20,20,R,22,
2021,163907453,148587733,1,4,,,,35,32,F,10,20,R,32,
2021,153812366,139738868,1,4,,,,62,59,M,10,10,R,59,
2021,160377022,145493960,1,4,,,,44,41,M,10,20,R,41,
2021,153812360,139738862,1,1,,,,104,NS,X,99,50,,,
2021,153812361,139738863,1,4,,,,36,33,M,20,20,R,33,
2021,161872834,146798669,1,4,,,,35,32,F,10,20,R,32,
2021,153812364,139738866,1,4,,,,30,27,M,10,20,R,27,
2021,153812362,139738864,1,4,,,,23,20,F,10,20,R,20,
2021,153812363,139738865,1,4,,,,30,27,M,30,20,R,27,
2021,156176585,141808634,1,4,,,,71,68,M,10,20,R,68,
2021,155231192,140984668,1,1,,,,104,NS,X,99,50,,,
2021,155231193,140984668,2,1,,,,104,NS,X,99,50,,,
2021,155231171,140984648,1,4,,,,68,65,M,10,20,U,65,
2021,160377026,145493964,1,4,,,,44,41,M,10,20,R,41,
2021,160377027,145493964,2,4,,,,41,38,F,10,20,R,38,
2021,155231195,140984670,1,8,,,,104,NS,X,99,50,,,
2021,156176584,141808633,1,4,,,,18,15,M,10,20,R,15,
2021,155231188,140984664,1,4,,,,41,38,F,10,20,R,38,
2021,161872858,146798690,1,4,,,,38,35,F,10,40,R,35,
2021,160377028,145493965,1,4,,,,30,27,F,10,20,R,27,
2021,155231183,140984660,1,4,,,,42,39,F,10,20,R,39,
2021,155231180,140984657,1,4,,,,61,58,M,10,20,N,58,
2021,161872855,146798687,1,4,,,,20,17,M,10,20,R,17,
2021,155231176,140984653,1,1,,,,104,NS,X,99,50,,,
2021,155231177,140984654,1,1,,,,104,NS,X,99,50,,,
2021,156176725,141808760,1,4,,,,91,88,F,10,20,R,88,
2021,155231173,140984650,1,4,,,,47,44,M,10,20,R,44,
2021,156176706,141808743,1,4,,,,19,16,M,10,20,R,16,
2021,156176709,141808746,1,1,,,,104,NS,X,99,50,,,
2021,160377025,145493963,1,4,,,,35,32,M,50,50,N,32,
2021,155231170,140984647,1,4,,,,56,53,M,10,20,R,53,
2021,156176720,141808757,1,4,,,,21,18,M,10,20,R,18,
2021,156176721,141808757,2,4,,,,61,58,F,10,20,R,58,
2021,156176722,141808757,3,4,,,,50,47,M,10,20,R,47,
2021,160377023,145493961,1,4,,,,39,36,F,10,20,R,36,
2021,155231178,140984655,1,1,,,,104,NS,X,99,50,,,
2021,163907454,148587734,1,8,,,,104,NS,X,99,50,,,
2021,160377038,145493975,1,4,,,,24,21,M,98,50,R,21,
2021,156176711,141808748,1,4,,,,36,33,M,10,20,R,33,
2021,161872873,146798702,1,4,,,,76,73,M,10,20,R,73,
2021,156176727,141808762,1,4,,,,20,17,F,10,40,N,17,
2021,157803491,143237540,1,1,,,,104,NS,X,99,50,,,
2021,160377030,145493967,1,1,,,,104,NS,X,99,50,,,
2021,155231169,140984646,1,4,,,,44,41,F,10,20,R,41,
2021,160377035,145493972,1,1,,,,104,NS,X,99,50,,,
2021,160377037,145493974,1,4,,,,50,47,F,10,20,R,47,
2021,160377021,145493959,1,4,,,,51,48,M,10,20,R,48,
2021,157803519,143237563,1,4,,,,62,59,M,10,10,R,59,
2021,157803520,143237563,2,4,,,,39,36,F,10,20,R,36,
2021,161872876,146798705,1,4,,,,55,52,F,10,20,R,52,
2021,156176726,141808761,1,4,,,,53,50,F,10,10,N,50,
2021,156176723,141808758,1,4,,,,33,30,M,10,20,R,30,
2021,156176717,141808754,1,4,,,,20,17,F,10,20,R,17,
2021,160377036,145493973,1,4,,,,26,23,M,10,20,R,23,
2021,156176716,141808753,1,4,,,,56,53,F,10,20,R,53,
2021,156176679,141808720,1,4,,,,27,24,M,10,20,R,24,
2021,156176680,141808720,2,4,,,,26,23,F,10,20,R,23,
2021,157803492,143237541,1,4,,,,32,29,M,10,20,R,29,
2021,157803518,143237562,1,4,,,,25,22,M,10,20,R,22,
2021,156176710,141808747,1,4,,,,67,64,M,10,20,R,64,
2021,156176678,141808719,1,4,,,,51,48,M,10,20,R,48,
2021,160377034,145493971,1,4,,,,30,27,F,10,20,R,27,
2021,161872869,146798699,1,4,,,,28,25,M,10,20,R,25,
2021,163907455,148587735,1,8,,,,104,NS,X,99,50,,,
2021,158978663,144269970,1,4,,,,33,30,M,10,20,R,30,
2021,156176701,141808739,1,4,,,,63,60,F,10,20,R,60,
2021,156176702,141808739,2,4,,,,70,67,M,10,20,R,67,
2021,156176699,141808737,1,4,,,,64,61,M,10,20,N,61,
2021,156176698,141808736,1,8,,,,104,NS,X,99,50,,,
2021,161872861,146798693,1,4,,,,46,43,M,10,20,R,43,
2021,156176696,141808735,1,4,,,,62,59,M,10,10,R,59,
2021,156176697,141808735,2,4,,,,39,36,F,10,20,R,36,
2021,156176691,141808730,1,8,,,,104,NS,X,99,50,,,
2021,161872917,146798744,1,4,,,,19,16,M,10,20,N,16,
2021,160377029,145493966,1,1,,,,104,NS,X,99,50,,,
2021,156176687,141808727,1,4,,,,43,40,F,10,40,R,40,
2021,156176682,141808722,1,4,,,,42,39,F,10,50,N,39,
2021,156176690,141808729,1,4,,,,35,32,F,10,20,R,32,
2021,157803490,143237539,1,4,,,,46,43,M,30,20,R,43,
2021,158978678,144269979,1,4,,,,17,14,F,10,20,R,14,
2021,156176695,141808734,1,1,,,,104,NS,X,99,50,,,
2021,163907472,148587750,1,8,,,,104,NS,X,99,50,,,
2021,161877693,146802908,1,1,,,,104,NS,X,99,50,,,
2021,157803523,143237566,1,4,,,,40,37,M,10,20,R,37,
2021,158978681,144269981,1,1,,,,104,NS,X,99,50,,,
2021,161873018,146798832,1,1,,,,104,NS,X,99,50,,,
2021,157803514,143237558,1,4,,,,39,36,M,10,20,R,36,
2021,156176676,141808717,1,4,,,,32,29,M,30,20,R,29,
2021,161878680,146803773,1,4,,,,59,56,M,10,20,R,56,
2021,161872911,146798738,1,4,,,,43,40,F,10,20,N,40,
2021,157803515,143237559,1,1,,,,104,NS,X,99,50,,,
2021,157803511,143237556,1,1,,,,104,NS,X,99,50,,,
2021,157803500,143237548,1,4,,,,36,33,M,10,40,R,33,
2021,163907456,148587736,1,8,,,,104,NS,X,99,50,,,
2021,158978687,144269986,1,4,,,,33,30,F,10,20,R,30,
2021,157803508,143237554,1,4,,,,62,59,M,10,10,R,59,
2021,157803509,143237554,2,4,,,,39,36,F,10,20,R,36,
2021,157803507,143237553,1,4,,,,75,72,M,10,20,R,72,
2021,157803506,143237552,1,4,,,,62,59,M,10,10,R,59,
2021,157803504,143237551,1,4,,,,47,44,F,10,20,N,44,
2021,157803505,143237551,2,4,,,,46,43,M,10,20,N,43,
2021,157803512,143237557,1,4,,,,39,36,F,10,20,R,36,
2021,157803513,143237557,2,4,,,,62,59,M,10,10,R,59,
2021,161872908,146798735,1,4,,,,24,21,F,10,20,R,21,
2021,158012557,143422260,1,4,,,,49,46,M,10,10,,46,
2021,161878721,146803809,1,8,,,,104,NS,X,99,50,,,
2021,157803497,143237546,1,1,,,,104,NS,X,99,50,,,
2021,161872953,146798775,1,1,,,,104,NS,X,99,50,,,
2021,161872906,146798733,1,8,,,,104,NS,X,99,50,,,
2021,158978674,144269977,1,4,,,,61,58,M,10,20,R,58,
2021,161872899,146798727,1,4,,,,85,82,M,10,20,R,82,
2021,158978654,144269963,1,4,,,,61,58,M,20,20,R,58,
2021,158978655,144269963,2,4,,,,61,58,M,10,20,R,58,
2021,161872902,146798730,1,4,,,,33,30,M,10,20,R,30,
